Person_ID,Age,Gender,Occupation,Monthly_Income,City_Type,Travel_Distance,Travel_Time,Fuel_Cost,Vehicle_Ownership,Preferred_Transport_Mode,Purpose_of_Travel,Satisfaction_Score
3031,18,Male,Employee,2123,Urban,13.7822139625614,43,0.0,No,Metro,Work,6.4
3032,32,Female,Employee,4023,Semi-Urban,65.7641056969714,138,8.14,No,Bike,Education,5.8
3033,48,Female,Employee,8471,Semi-Urban,29.5927215993919,62,2.7,Yes,Bus,Education,7.4
3034,27,Female,Employee,3812,Urban,1.0,5,0.0,Yes,Metro,Work,7.0
3035,42,Female,Employee,3917,Urban,23.1266091578747,43,1.52,Yes,Car,Education,8.1
3036,48,Female,Business,12297,Urban,23.063647214416,39,3.74,No,Metro,Work,8.6
3037,36,Female,Self-Employed,4405,Urban,1.0,5,3.39,No,Metro,Work,7.2
3038,44,Male,Business,15469,Semi-Urban,24.4865056818789,44,4.49,Yes,Bus,Leisure,8.4
3039,27,Female,Employee,5144,Urban,18.4864844547721,32,5.01,No,Walk,Leisure,5.5
3040,38,Male,Employee,6040,Urban,19.1936260897365,31,0.0,Yes,Car,Shopping,6.4
3041,51,Male,Employee,6546,Urban,14.9622098923782,31,0.44,Yes,Car,Shopping,7.4
3042,44,Male,Employee,8786,Semi-Urban,35.2673806839992,68,5.36,Yes,Train,Shopping,7.5
3043,33,Male,Employee,5837,Semi-Urban,20.9211819037522,44,5.53,Yes,Car,Work,6.1
3044,45,Male,Business,9024,Urban,1.0,5,1.42,Yes,Bus,Work,7.2
3045,52,Male,Employee,6008,Semi-Urban,65.742609772753,132,5.84,No,Train,Work,6.0
3046,18,Male,Business,5979,Semi-Urban,20.4699908343992,54,1.59,No,Walk,Education,5.3
3047,59,Female,Employee,6433,Urban,16.4120455205158,36,2.64,Yes,Car,Work,8.1
3048,36,Male,Business,11986,Semi-Urban,32.6172800651099,58,3.58,Yes,Car,Leisure,7.9
3049,48,Female,Employee,4087,Urban,22.1775804181883,46,1.06,Yes,Car,Leisure,8.0
3050,59,Male,Employee,7690,Urban,15.9191777078572,31,1.33,Yes,Bus,Work,6.7
3051,21,Female,Employee,5015,Semi-Urban,37.3016142963799,67,4.45,Yes,Car,Leisure,6.9
3052,31,Female,Business,9176,Urban,1.0,5,0.0,No,Bus,Work,7.7
3053,37,Female,Employee,4624,Semi-Urban,22.4999139118662,47,4.67,Yes,Car,Education,7.6
3054,30,Female,Employee,5990,Urban,20.9570643727919,45,1.64,Yes,Bus,Work,5.9
3055,68,Male,Retired,2113,Urban,20.2373458005754,35,2.28,Yes,Car,Others,7.4
3056,29,Other,Business,7782,Semi-Urban,20.7252076457418,46,4.56,No,Bus,Shopping,6.7
3057,33,Female,Self-Employed,6803,Semi-Urban,11.3295712591831,24,1.11,Yes,Car,Work,6.9
3058,45,Female,Employee,7194,Semi-Urban,36.8986896008439,79,6.39,Yes,Car,Shopping,9.2
3059,23,Female,Student,1162,Urban,1.0,7,0.0,No,Bus,Education,5.7
3060,36,Male,Self-Employed,7894,Semi-Urban,17.7698862149335,34,3.0,Yes,Car,Leisure,7.9
3061,46,Female,Employee,6730,Rural,85.2032215031062,178,11.9,No,Walk,Education,3.9
3062,37,Male,Business,11278,Urban,26.5605386309901,47,1.53,Yes,Car,Leisure,8.3
3063,40,Female,Employee,8293,Semi-Urban,42.3087403814771,96,4.72,Yes,Car,Work,7.5
3064,34,Male,Employee,7076,Semi-Urban,39.6100447172188,74,4.44,Yes,Car,Work,6.4
3065,19,Female,Student,2060,Urban,1.0,5,0.54,Yes,Car,Education,6.4
3066,46,Male,Employee,6889,Urban,9.07466210680706,15,2.04,No,Metro,Education,7.2
3067,68,Male,Retired,3793,Urban,12.6386512162737,23,0.0,No,Walk,Leisure,6.1
3068,42,Female,Business,10440,Rural,35.6117250099762,85,4.15,Yes,Car,Leisure,7.9
3069,45,Female,Business,6622,Urban,12.198053320737,22,4.65,Yes,Metro,Work,7.6
3070,52,Female,Business,12208,Semi-Urban,54.4883663651944,113,8.65,Yes,Car,Others,8.0
3071,22,Male,Employee,4584,Urban,10.6654155098294,20,2.87,No,Bus,Others,6.5
3072,67,Male,Retired,3583,Semi-Urban,29.8859122916485,64,3.2,Yes,Train,Work,7.3
3073,45,Female,Employee,6308,Urban,20.91625029347,39,6.77,Yes,Car,Work,7.8
3074,66,Other,Business,11115,Semi-Urban,13.7078642209579,28,3.7,Yes,Car,Leisure,8.6
3075,31,Female,Employee,6084,Urban,8.27836336928922,19,1.07,Yes,Car,Education,8.0
3076,69,Male,Retired,1686,Rural,35.2455482448631,66,4.67,No,Walk,Education,5.5
3077,53,Female,Employee,9488,Semi-Urban,35.8338821982762,85,3.38,Yes,Car,Work,7.1
3078,50,Male,Employee,6652,Semi-Urban,29.825568987595,63,4.37,Yes,Train,Leisure,7.3
3079,45,Female,Employee,6868,Urban,12.4932727252229,23,2.69,No,Metro,Education,8.3
3080,38,Male,Business,10875,Urban,9.68116810318004,15,2.57,Yes,Car,Education,9.0
3081,60,Male,Self-Employed,6681,Rural,28.5833947957049,57,3.07,Yes,Car,Leisure,7.8
3082,44,Female,Self-Employed,2682,Urban,19.8731433936846,33,0.0,Yes,Car,Others,6.7
3083,18,Female,Business,8672,Urban,12.2975670483019,33,1.96,Yes,Metro,Leisure,7.8
3084,25,Male,Self-Employed,6106,Semi-Urban,44.2852847022105,90,6.73,Yes,Bus,Work,5.4
3085,39,Male,Employee,4947,Urban,6.10698135615082,11,0.0,No,Bus,Work,5.6
3086,46,Male,Employee,5475,Urban,9.67806273800286,24,0.98,Yes,Metro,Education,8.3
3087,41,Female,Business,8647,Semi-Urban,31.6822545822985,59,6.48,Yes,Bus,Leisure,4.7
3088,60,Male,Employee,6051,Urban,13.9770637054703,22,0.0,Yes,Metro,Education,9.3
3089,18,Male,Student,2361,Urban,21.0349498074576,41,1.96,Yes,Car,Leisure,8.6
3090,44,Female,Employee,8629,Semi-Urban,28.5423606561146,57,6.4,Yes,Car,Shopping,7.8
3091,18,Female,Employee,4477,Urban,20.973937942487,44,2.83,Yes,Car,Work,7.6
3092,53,Female,Employee,6964,Semi-Urban,40.6241601283954,73,3.82,Yes,Car,Leisure,8.0
3093,40,Female,Employee,5704,Urban,14.1451791193364,26,1.68,No,Bus,Leisure,5.5
3094,48,Female,Employee,7937,Semi-Urban,20.7305180525522,26,4.14,Yes,Car,Shopping,8.4
3095,29,Female,Self-Employed,9015,Urban,21.0550021237065,36,2.12,Yes,Metro,Others,9.0
3096,61,Female,Employee,7244,Urban,7.58930026149079,18,2.11,Yes,Metro,Work,6.5
3097,57,Female,Self-Employed,3264,Urban,14.8297569587417,34,2.25,No,Metro,Education,6.0
3098,50,Male,Employee,9321,Urban,14.5684764565113,23,2.38,No,Bus,Work,7.3
3099,40,Other,Employee,3319,Semi-Urban,31.8935728607407,62,5.15,Yes,Bus,Work,5.2
3100,50,Male,Employee,5487,Urban,11.8854422161174,23,0.84,Yes,Car,Work,7.3
3101,31,Male,Employee,4729,Semi-Urban,22.6688495755749,50,0.83,Yes,Bus,Shopping,5.5
3102,54,Male,Business,6918,Rural,17.6612712525984,42,3.07,Yes,Car,Work,6.7
3103,66,Male,Business,16736,Semi-Urban,56.0570709926052,112,6.46,Yes,Bus,Work,6.6
3104,58,Female,Business,14770,Urban,11.066212285942,20,0.43,Yes,Bus,Leisure,6.5
3105,31,Female,Self-Employed,4350,Urban,13.9751032390602,20,2.73,No,Bus,Leisure,7.0
3106,47,Female,Employee,8619,Rural,47.3154523213211,95,8.23,Yes,Car,Leisure,7.5
3107,22,Female,Student,2224,Semi-Urban,51.4340650584312,113,5.86,No,Bus,Work,4.8
3108,50,Female,Employee,6830,Semi-Urban,63.9979133227646,134,7.7,Yes,Car,Education,7.2
3109,48,Male,Employee,6123,Urban,16.2787793567094,33,0.0,Yes,Metro,Work,9.8
3110,18,Female,Student,2629,Semi-Urban,32.6449599731462,66,3.47,Yes,Car,Others,5.9
3111,24,Female,Student,1860,Semi-Urban,18.1481448926088,32,2.62,Yes,Car,Others,5.5
3112,37,Male,Employee,6084,Urban,3.45129240469788,5,0.37,Yes,Metro,Work,7.8
3113,37,Female,Employee,7745,Semi-Urban,8.39037605533848,17,0.28,Yes,Car,Leisure,6.5
3114,23,Male,Student,1650,Urban,8.63324032381225,18,2.49,No,Bus,Shopping,5.3
3115,47,Male,Business,9033,Urban,1.0,7,0.24,Yes,Car,Work,9.0
3116,45,Male,Business,10490,Semi-Urban,51.1824493061016,107,11.32,Yes,Car,Leisure,8.8
3117,39,Male,Business,12465,Urban,18.3847699519473,39,2.62,Yes,Car,Work,7.2
3118,30,Female,Business,2023,Semi-Urban,31.2253922797282,57,0.0,Yes,Car,Work,6.0
3119,57,Female,Employee,7267,Urban,23.8750718460863,42,0.64,Yes,Bus,Shopping,6.5
3120,66,Male,Retired,4383,Urban,6.4307513807738,8,1.84,No,Metro,Leisure,8.2
3121,34,Female,Employee,4632,Urban,8.44015155708356,18,0.0,Yes,Car,Shopping,8.2
3122,32,Female,Business,12938,Rural,11.3241343939651,12,0.2,Yes,Car,Education,10.0
3123,49,Male,Business,15094,Urban,21.1948295601616,42,0.06,Yes,Car,Work,9.4
3124,36,Male,Employee,5501,Urban,8.51726970952581,24,0.07,Yes,Metro,Education,7.5
3125,39,Female,Employee,5047,Semi-Urban,35.2354341991373,73,4.62,No,Bus,Shopping,6.4
3126,53,Female,Self-Employed,4925,Urban,23.0206112045974,44,3.53,Yes,Car,Work,7.4
3127,18,Other,Employee,7796,Urban,25.9668060439953,48,1.08,Yes,Car,Work,7.9
3128,61,Male,Business,18273,Urban,14.7668291880754,33,3.38,Yes,Car,Work,9.0
3129,43,Female,Employee,6488,Urban,18.0738994901708,37,0.0,No,Metro,Work,7.7
3130,35,Male,Employee,4587,Urban,7.76919803165071,14,1.81,No,Bus,Work,4.7
3131,40,Male,Business,9851,Urban,28.4669867440602,53,4.09,No,Walk,Shopping,7.8
3132,41,Female,Business,10381,Urban,13.670795517605,27,0.0,Yes,Car,Work,7.5
3133,18,Male,Employee,1934,Semi-Urban,36.2042742780218,70,2.24,Yes,Car,Shopping,5.9
3134,64,Male,Employee,8520,Urban,11.7451754218941,27,2.17,Yes,Metro,Education,6.2
3135,42,Male,Employee,8183,Rural,73.9849799682751,154,7.76,Yes,Car,Education,6.1
3136,48,Male,Business,5301,Semi-Urban,37.9939088462478,69,4.18,Yes,Car,Education,6.3
3137,56,Female,Employee,8839,Urban,21.0874766193089,36,3.91,Yes,Car,Leisure,8.1
3138,26,Female,Employee,6662,Rural,57.0791627995776,120,7.81,Yes,Car,Leisure,5.8
3139,49,Male,Self-Employed,4378,Urban,13.2367249342719,27,0.0,No,Metro,Leisure,7.0
3140,37,Male,Employee,8241,Urban,22.4357484903967,39,2.59,Yes,Car,Leisure,7.3
3141,54,Male,Employee,6364,Urban,17.762529556603,40,0.26,No,Bus,Work,4.7
3142,18,Female,Employee,4461,Semi-Urban,20.5853140872914,42,4.21,Yes,Car,Education,7.4
3143,40,Male,Self-Employed,4886,Urban,7.08630892952495,25,3.92,Yes,Metro,Education,7.3
3144,32,Female,Employee,4739,Urban,16.190613832253,31,0.25,No,Bus,Work,5.9
3145,48,Male,Employee,5874,Urban,22.259663219101,50,2.61,Yes,Car,Leisure,8.1
3146,49,Male,Business,12945,Semi-Urban,59.591308227596,111,8.99,No,Bus,Education,6.3
3147,31,Female,Business,10696,Urban,1.0,8,0.17,Yes,Car,Education,8.3
3148,31,Female,Business,7956,Urban,15.2052787927897,35,2.95,No,Walk,Work,7.6
3149,40,Male,Employee,3960,Urban,18.9171812973999,45,2.37,Yes,Metro,Education,6.9
3150,28,Female,Employee,5404,Semi-Urban,39.4350370249214,84,2.62,Yes,Bus,Leisure,5.1
3151,54,Female,Business,12866,Urban,23.0746168402696,45,3.01,No,Bike,Education,7.5
3152,36,Female,Self-Employed,5066,Urban,20.244271811932,34,4.68,Yes,Metro,Education,6.8
3153,18,Female,Employee,6600,Semi-Urban,20.2174972462949,37,3.05,Yes,Bus,Others,7.1
3154,36,Female,Employee,3254,Urban,6.88166649047415,5,4.07,Yes,Metro,Shopping,7.6
3155,26,Other,Employee,1274,Semi-Urban,39.6868228422758,74,1.22,No,Bus,Shopping,6.2
3156,18,Male,Student,1134,Rural,69.8101084884505,141,9.14,Yes,Bike,Work,4.2
3157,23,Female,Business,9081,Semi-Urban,37.1512632942904,74,3.16,Yes,Car,Leisure,8.4
3158,43,Male,Business,6782,Urban,2.37653544345377,5,0.0,No,Metro,Work,6.7
3159,61,Male,Employee,6628,Urban,6.62262867746981,9,3.46,No,Metro,Education,8.9
3160,46,Male,Employee,8026,Urban,20.5321268469226,32,1.95,Yes,Bus,Leisure,6.9
3161,32,Male,Employee,5893,Rural,43.0270981816573,86,4.46,No,Bus,Leisure,5.0
3162,48,Female,Employee,7365,Rural,52.3591460640657,106,6.97,Yes,Car,Education,7.8
3163,35,Female,Business,11094,Urban,23.523344313214,42,0.0,Yes,Car,Shopping,7.2
3164,31,Female,Business,6874,Semi-Urban,16.9668642857006,31,4.75,Yes,Bus,Leisure,5.8
3165,24,Male,Student,1310,Semi-Urban,28.7863601614706,65,7.26,Yes,Car,Shopping,5.9
3166,18,Male,Student,1904,Urban,10.8170174930084,27,3.13,No,Walk,Shopping,6.8
3167,36,Female,Self-Employed,2810,Urban,17.8432202922229,28,2.97,Yes,Bus,Leisure,6.6
3168,44,Male,Employee,3185,Urban,21.1831054261759,41,2.11,Yes,Bus,Education,5.2
3169,40,Female,Employee,5350,Urban,3.15786034480974,13,0.0,No,Bus,Work,5.2
3170,35,Female,Self-Employed,7361,Rural,49.8892728166746,98,8.37,Yes,Car,Work,6.4
3171,27,Female,Business,8316,Rural,67.3865820809242,133,9.92,Yes,Car,Education,7.0
3172,51,Female,Business,13721,Urban,1.0,7,1.02,Yes,Car,Leisure,9.0
3173,22,Female,Student,500,Urban,14.4848604684831,33,2.41,No,Bus,Work,5.0
3174,53,Male,Employee,7773,Urban,5.27372447373417,15,1.23,No,Metro,Shopping,7.4
3175,26,Female,Employee,5580,Semi-Urban,25.376496446757,49,1.99,Yes,Car,Leisure,8.7
3176,30,Male,Employee,2973,Semi-Urban,1.0,5,5.12,Yes,Car,Education,6.9
3177,19,Male,Employee,5193,Semi-Urban,55.8910117813254,119,6.14,Yes,Car,Education,6.0
3178,34,Male,Employee,5232,Semi-Urban,29.6625630889473,59,2.71,Yes,Train,Work,8.1
3179,56,Female,Business,21114,Urban,8.54246508771268,15,3.27,Yes,Metro,Work,9.8
3180,49,Male,Employee,3634,Urban,17.6261363636572,41,2.06,Yes,Metro,Work,7.6
3181,56,Male,Employee,9653,Rural,29.153795346255,68,3.46,No,Bus,Shopping,5.6
3182,49,Male,Self-Employed,4711,Urban,5.90204376894964,22,3.54,No,Bus,Education,6.4
3183,25,Female,Employee,2074,Semi-Urban,57.6549375472059,113,8.28,Yes,Car,Work,6.8
3184,37,Female,Employee,4909,Urban,29.4693042266143,57,5.0,Yes,Car,Work,6.3
3185,30,Female,Employee,5416,Semi-Urban,26.1190449157627,47,0.3,Yes,Car,Education,6.9
3186,61,Female,Employee,9656,Semi-Urban,51.0103206487426,102,6.92,Yes,Car,Leisure,6.7
3187,24,Male,Student,2360,Semi-Urban,40.3406066598213,75,2.83,No,Bus,Leisure,4.7
3188,55,Male,Employee,9632,Rural,21.723374165793,40,1.7,Yes,Car,Work,9.3
3189,55,Female,Business,8853,Urban,7.57494484920172,18,1.26,No,Metro,Others,8.4
3190,69,Male,Business,17240,Semi-Urban,58.266496987954,118,6.92,Yes,Bus,Leisure,8.5
3191,35,Male,Employee,6086,Urban,3.58563973740658,5,1.74,Yes,Bus,Work,7.5
3192,52,Male,Employee,6218,Semi-Urban,69.2149900711228,146,9.85,Yes,Car,Education,7.4
3193,75,Female,Retired,2788,Urban,10.4291025927057,15,2.94,Yes,Car,Work,8.4
3194,32,Male,Employee,4135,Semi-Urban,58.7122235943984,112,4.36,Yes,Train,Education,7.4
3195,18,Female,Employee,3855,Urban,12.5554896428573,18,6.23,No,Walk,Leisure,7.8
3196,18,Male,Employee,2705,Urban,21.3992287320092,39,2.52,Yes,Car,Education,7.5
3197,52,Female,Employee,5658,Urban,26.1602651209655,47,5.57,Yes,Car,Shopping,7.9
3198,18,Male,Employee,4518,Rural,77.7990763536202,151,4.31,Yes,Car,Education,6.7
3199,36,Male,Self-Employed,6757,Urban,10.3250757536562,8,0.71,Yes,Metro,Shopping,7.6
3200,48,Male,Business,10137,Urban,8.14089520080699,16,0.0,Yes,Car,Leisure,9.0
3201,44,Female,Employee,8451,Urban,14.3503039219909,29,0.0,Yes,Metro,Work,9.0
3202,48,Male,Employee,6409,Urban,4.59616303172817,20,0.65,No,Walk,Work,6.3
3203,45,Female,Self-Employed,4894,Urban,16.9141134048844,36,1.36,Yes,Bus,Shopping,5.2
3204,61,Female,Employee,9090,Semi-Urban,22.6880502158372,42,5.35,Yes,Car,Education,7.5
3205,27,Female,Business,7152,Urban,23.6616781883433,41,6.38,Yes,Car,Work,8.7
3206,31,Male,Employee,5227,Semi-Urban,26.4483137567279,52,1.24,Yes,Bus,Shopping,5.6
3207,30,Male,Employee,1219,Urban,1.06192824415983,5,0.0,No,Metro,Others,6.3
3208,54,Male,Business,11650,Urban,26.2073182093543,49,1.08,No,Walk,Shopping,6.4
3209,55,Female,Business,6268,Semi-Urban,37.7505200499779,75,6.84,Yes,Car,Leisure,6.5
3210,48,Female,Business,7037,Urban,15.2330791233605,39,2.15,Yes,Bus,Work,5.6
3211,59,Female,Self-Employed,2829,Urban,23.7551582795696,45,2.92,Yes,Car,Work,5.9
3212,24,Female,Student,978,Urban,21.9726120183852,34,3.26,Yes,Car,Leisure,7.3
3213,67,Male,Retired,2451,Urban,8.90517164791659,22,0.45,No,Bus,Education,5.5
3214,64,Male,Self-Employed,4527,Semi-Urban,28.2532759096075,58,1.68,Yes,Train,Work,7.5
3215,53,Female,Employee,8296,Semi-Urban,18.3056712491099,28,2.3,Yes,Car,Leisure,6.1
3216,68,Male,Retired,3222,Semi-Urban,13.0332191731277,28,1.03,Yes,Car,Education,8.1
3217,18,Male,Employee,948,Urban,19.6287402793231,34,3.05,Yes,Metro,Leisure,6.7
3218,34,Female,Employee,5524,Urban,18.1374744803334,38,0.0,No,Walk,Education,6.9
3219,30,Male,Employee,5477,Urban,21.0866336921801,51,2.9,No,Metro,Work,8.6
3220,52,Female,Employee,6707,Semi-Urban,54.2240816224391,107,5.13,Yes,Car,Leisure,7.2
3221,26,Female,Self-Employed,5378,Urban,21.1957983594053,47,2.85,Yes,Car,Leisure,9.0
3222,53,Female,Business,12020,Urban,21.907675810442,37,4.44,Yes,Car,Work,6.9
3223,62,Male,Business,15093,Semi-Urban,3.83058112741794,5,0.0,Yes,Car,Shopping,9.0
3224,52,Male,Employee,4837,Urban,12.5441180646,35,3.9,No,Bus,Work,4.5
3225,46,Female,Employee,6233,Rural,69.2915298933997,140,4.83,Yes,Car,Education,6.8
3226,27,Male,Employee,6962,Urban,5.65433011035826,14,3.77,Yes,Metro,Education,8.0
3227,29,Male,Employee,7024,Semi-Urban,36.3750707425664,78,6.84,Yes,Bus,Work,4.9
3228,60,Male,Employee,9276,Urban,19.155715524908,35,0.53,Yes,Car,Education,9.8
3229,53,Male,Employee,8105,Rural,58.8570698767697,121,5.31,Yes,Car,Leisure,6.7
3230,41,Male,Employee,8581,Urban,17.9503704636664,39,0.0,No,Bus,Leisure,4.6
3231,35,Female,Employee,8376,Urban,19.7913017523646,33,4.22,No,Walk,Shopping,7.5
3232,18,Male,Student,1435,Urban,16.4459511594257,40,1.31,Yes,Car,Shopping,7.4
3233,25,Male,Employee,3045,Rural,20.7414358521797,48,1.68,Yes,Car,Others,6.6
3234,70,Female,Retired,2729,Rural,60.1391107080698,113,4.97,No,Bike,Leisure,5.4
3235,22,Female,Student,3048,Urban,17.2779724844299,35,5.7,No,Metro,Education,6.4
3236,44,Male,Self-Employed,2361,Semi-Urban,13.2537732371681,25,0.0,Yes,Train,Work,6.8
3237,57,Male,Employee,6994,Semi-Urban,55.6960281662985,118,6.73,Yes,Bus,Work,5.7
3238,23,Female,Employee,2180,Urban,19.2707015979843,31,2.74,No,Walk,Work,6.8
3239,44,Female,Employee,6587,Urban,3.95721343218033,25,0.0,Yes,Metro,Leisure,7.6
3240,56,Female,Self-Employed,3094,Rural,33.655496720557,66,2.84,Yes,Car,Leisure,6.4
3241,42,Female,Employee,6036,Urban,10.4875836660305,24,0.52,No,Bus,Work,6.1
3242,75,Male,Business,8899,Urban,10.4818924895948,27,2.39,Yes,Metro,Shopping,6.4
3243,18,Female,Student,1808,Urban,17.3444015105475,33,1.39,Yes,Car,Leisure,6.7
3244,57,Male,Business,15717,Urban,7.1891859915339,13,4.11,Yes,Metro,Work,7.6
3245,39,Female,Employee,5324,Semi-Urban,51.922051206829,101,4.68,Yes,Bus,Work,4.6
3246,53,Female,Employee,7097,Urban,23.3664276109439,42,4.31,No,Metro,Work,6.5
3247,48,Female,Business,10209,Urban,19.9545384767967,41,0.0,Yes,Car,Work,8.6
3248,31,Male,Employee,5371,Urban,15.3539342031508,30,0.29,Yes,Bus,Shopping,5.4
3249,45,Male,Self-Employed,5423,Urban,22.4995801212122,42,1.07,No,Metro,Leisure,8.4
3250,18,Female,Student,1884,Urban,12.7924182175679,23,0.0,Yes,Car,Work,5.6
3251,51,Female,Employee,8949,Rural,35.5102227723358,73,4.83,Yes,Car,Work,7.4
3252,46,Female,Business,7957,Urban,24.5208771649579,45,2.72,Yes,Metro,Leisure,7.8
3253,51,Male,Employee,6636,Semi-Urban,39.7631413552851,78,0.21,Yes,Train,Shopping,7.6
3254,57,Male,Employee,9052,Urban,9.52753887534886,23,5.13,Yes,Car,Work,9.9
3255,47,Female,Business,6284,Urban,11.6580610636673,24,1.75,No,Bike,Education,4.6
3256,44,Male,Business,4187,Urban,9.10857612987785,12,1.1,Yes,Car,Shopping,6.9
3257,28,Female,Self-Employed,5952,Semi-Urban,65.332622882429,130,10.46,No,Train,Leisure,8.2
3258,31,Male,Employee,5844,Semi-Urban,35.0614765617578,72,6.19,Yes,Car,Shopping,6.4
3259,59,Female,Employee,6816,Urban,16.2621704900293,37,1.36,Yes,Car,Work,8.0
3260,63,Female,Employee,7432,Urban,20.7697523828955,37,0.0,Yes,Bus,Leisure,5.5
3261,38,Female,Employee,4659,Semi-Urban,16.7695852608949,30,3.14,Yes,Car,Work,6.3
3262,42,Male,Business,7199,Urban,23.7723781302897,44,0.93,No,Metro,Leisure,7.0
3263,28,Female,Employee,5840,Semi-Urban,25.8823080381822,48,5.58,Yes,Car,Work,9.0
3264,59,Male,Employee,6129,Urban,29.6401302889211,61,2.0,Yes,Car,Leisure,6.4
3265,51,Female,Employee,6701,Semi-Urban,30.3101190497811,63,2.73,No,Bus,Work,5.7
3266,71,Male,Business,11433,Semi-Urban,50.5646002214477,106,3.38,Yes,Train,Leisure,7.5
3267,28,Male,Self-Employed,2589,Urban,1.0,5,0.0,No,Bus,Leisure,6.6
3268,36,Male,Business,11510,Semi-Urban,17.3730038587104,27,1.87,Yes,Car,Shopping,9.4
3269,45,Male,Employee,5720,Urban,12.6511427280189,28,1.11,Yes,Bus,Leisure,6.2
3270,51,Female,Business,11715,Urban,1.0,5,0.0,Yes,Car,Education,6.2
3271,38,Male,Business,4675,Urban,19.8070755907312,39,6.48,Yes,Bus,Leisure,5.1
3272,28,Female,Employee,3687,Urban,17.5036650034899,28,3.31,Yes,Car,Work,6.3
3273,55,Other,Employee,8634,Urban,7.07337880112098,13,0.87,Yes,Car,Leisure,9.1
3274,52,Male,Employee,11080,Rural,49.68082740271,93,0.45,Yes,Car,Leisure,7.0
3275,28,Female,Employee,1835,Semi-Urban,47.0971584488468,96,7.3,Yes,Bus,Education,6.2
3276,62,Male,Business,12196,Urban,1.0,5,6.11,Yes,Metro,Others,9.1
3277,59,Male,Employee,8518,Semi-Urban,15.8976647564801,29,1.53,No,Bus,Education,7.4
3278,44,Male,Employee,5475,Urban,12.3192936062132,16,0.0,No,Metro,Work,9.5
3279,43,Female,Self-Employed,7199,Semi-Urban,35.3558543994871,75,4.57,Yes,Bus,Work,5.1
3280,50,Male,Business,8399,Urban,14.5311086271876,27,0.0,Yes,Bus,Work,5.2
3281,29,Female,Business,8311,Semi-Urban,48.3394217815356,97,6.72,Yes,Bus,Work,5.9
3282,42,Female,Employee,5416,Semi-Urban,42.1581686848309,80,8.06,Yes,Car,Work,7.8
3283,18,Female,Student,2109,Semi-Urban,45.4495226085658,82,4.11,Yes,Car,Education,6.0
3284,55,Male,Employee,6485,Urban,3.88099413756507,5,0.0,Yes,Metro,Leisure,7.9
3285,18,Female,Student,1324,Urban,16.158590838395,30,1.78,No,Metro,Work,7.9
3286,64,Female,Employee,9818,Urban,12.5428599260964,26,0.5,No,Bus,Leisure,7.6
3287,37,Female,Employee,4157,Urban,26.6965750533501,51,0.18,No,Bus,Work,5.2
3288,38,Female,Employee,5903,Urban,16.3951650990232,29,1.2,No,Metro,Shopping,7.8
3289,32,Female,Employee,2466,Semi-Urban,24.9641909792595,42,1.82,Yes,Bus,Shopping,4.7
3290,37,Male,Employee,4068,Semi-Urban,47.7875191393255,95,8.47,No,Train,Education,5.5
3291,63,Male,Business,14096,Urban,19.5063823669171,35,4.65,Yes,Bus,Leisure,8.4
3292,18,Male,Employee,2313,Urban,8.42718661887616,23,3.81,Yes,Car,Leisure,5.4
3293,61,Male,Employee,7283,Semi-Urban,29.7726544584623,60,5.18,No,Train,Work,7.7
3294,47,Male,Employee,7439,Rural,43.3710708078327,89,5.62,Yes,Car,Work,6.9
3295,23,Male,Student,1210,Urban,24.8196887382362,48,1.23,Yes,Metro,Leisure,7.1
3296,25,Male,Employee,5734,Urban,16.6259349910275,34,4.65,No,Metro,Education,7.0
3297,67,Female,Retired,3215,Semi-Urban,45.9017371784025,87,6.2,No,Bus,Shopping,6.0
3298,27,Male,Self-Employed,6371,Semi-Urban,27.6009241830487,49,0.82,Yes,Car,Others,7.3
3299,24,Female,Business,10822,Urban,17.6784023291155,35,0.29,Yes,Metro,Work,9.4
3300,59,Female,Business,13309,Semi-Urban,54.5504135439448,111,4.02,Yes,Car,Leisure,8.1
3301,47,Female,Self-Employed,8577,Semi-Urban,29.5838485212402,49,0.0,Yes,Bus,Education,5.4
3302,27,Female,Business,10283,Urban,15.9212384307022,29,2.69,Yes,Car,Shopping,8.7
3303,45,Male,Employee,5714,Semi-Urban,14.5504061564358,38,0.0,No,Train,Leisure,7.8
3304,26,Male,Self-Employed,8086,Urban,8.87553528071978,20,0.0,No,Metro,Leisure,7.9
3305,58,Male,Employee,8195,Semi-Urban,29.9833566200326,67,3.68,Yes,Bus,Leisure,5.5
3306,57,Male,Business,10865,Semi-Urban,19.0874103657241,35,1.91,No,Bus,Education,7.5
3307,49,Female,Employee,7317,Urban,25.5757894201747,48,1.64,No,Bus,Others,5.3
3308,47,Female,Employee,8368,Semi-Urban,22.4298946963773,49,5.73,Yes,Car,Work,7.1
3309,68,Male,Retired,3455,Semi-Urban,46.8019788817586,96,2.56,No,Bike,Work,5.5
3310,41,Male,Employee,8833,Rural,53.7367247506295,107,3.48,No,Bike,Education,5.6
3311,24,Male,Student,2043,Urban,15.2468155880837,24,2.75,Yes,Metro,Work,5.5
3312,48,Male,Employee,7584,Urban,26.8893091597212,59,1.97,Yes,Car,Education,6.8
3313,73,Female,Retired,1973,Rural,4.7879940614484,22,0.0,Yes,Car,Work,7.4
3314,26,Male,Self-Employed,5140,Semi-Urban,32.0569265476534,56,1.69,Yes,Bus,Education,5.5
